OrderID,Date,Store,City,Quantity,PaymentMethod,CustomerType
2343,2024-06-24,FreshMart,Chennai,4,Debit Card,Member
2344,2024-08-04,FreshMart,Pune,3,Cash,Normal
2345,2024-11-28,CityGrocer,Mumbai,8,Credit Card,Normal
2346,2024-02-25,CityGrocer,Delhi,1,Debit Card,Normal
2347,2024-06-04,CityGrocer,Mumbai,9,Cash,Normal
2348,2024-12-17,DailyNeeds,Bangalore,5,UPI,Member
2349,2024-05-06,CityGrocer,Chennai,7,Debit Card,Member
2350,2024-01-30,GreenBasket,Mumbai,7,Credit Card,Member
2351,2024-09-27,UrbanFresh,Chennai,4,Debit Card,Normal
2352,2024-10-17,DailyNeeds,Pune,7,UPI,Member
2353,2024-06-02,FreshMart,Pune,1,Cash,Normal
2354,2024-07-07,DailyNeeds,Mumbai,7,UPI,Normal
2355,2024-10-15,GreenBasket,Hyderabad,2,Cash,Member
2356,2024-04-26,DailyNeeds,Bangalore,3,Credit Card,Member
2357,2024-12-30,GreenBasket,Pune,6,UPI,Normal
2358,2024-01-16,GreenBasket,Bangalore,6,Cash,Normal
2359,2024-07-12,GreenBasket,Chennai,7,UPI,Member
2360,2024-05-30,CityGrocer,Pune,7,UPI,Member
2361,2024-03-18,GreenBasket,Pune,10,Cash,Normal
2362,2024-04-23,CityGrocer,Pune,8,Debit Card,Member
2363,2024-08-19,FreshMart,Mumbai,3,UPI,Member
2364,2024-10-22,CityGrocer,Kolkata,1,Cash,Member
2365,2024-08-14,DailyNeeds,Chennai,3,Cash,Normal
2366,2024-07-22,UrbanFresh,Mumbai,2,UPI,Normal
2367,2024-12-10,FreshMart,Chennai,4,UPI,Normal
2368,2024-11-21,DailyNeeds,Hyderabad,3,UPI,Member
2369,2024-09-03,DailyNeeds,Kolkata,6,UPI,Normal
2370,2024-04-22,DailyNeeds,Hyderabad,5,Cash,Normal
2371,2024-08-27,UrbanFresh,Mumbai,10,Cash,Normal
2372,2024-11-23,UrbanFresh,Chennai,7,Credit Card,Member
2373,2024-08-07,DailyNeeds,Pune,7,UPI,Normal
2374,2024-04-30,GreenBasket,Bangalore,7,Debit Card,Member
2375,2024-07-09,GreenBasket,Kolkata,8,Cash,Normal
2376,2024-11-21,FreshMart,Chennai,5,Cash,Normal
2377,2024-06-03,CityGrocer,Bangalore,9,Cash,Member
2378,2024-12-13,CityGrocer,Hyderabad,5,Credit Card,Normal
2379,2024-12-13,FreshMart,Mumbai,10,Cash,Normal
2380,2024-03-14,DailyNeeds,Bangalore,10,Cash,Normal
2381,2024-05-21,FreshMart,Delhi,2,Cash,Normal
2382,2024-11-21,UrbanFresh,Mumbai,4,Cash,Member
2383,2024-08-12,CityGrocer,Pune,7,UPI,Member
2384,2024-08-31,UrbanFresh,Chennai,4,Cash,Normal
2385,2024-01-09,FreshMart,Pune,8,UPI,Normal
2386,2024-12-13,UrbanFresh,Hyderabad,1,Debit Card,Member
2387,2024-06-30,CityGrocer,Kolkata,3,Cash,Member
2388,2024-02-29,FreshMart,Pune,1,Cash,Normal
2389,2024-06-25,CityGrocer,Bangalore,4,Debit Card,Member
2390,2024-03-06,GreenBasket,Bangalore,7,UPI,Normal
2391,2024-06-17,CityGrocer,Delhi,7,Cash,Member
2392,2024-05-16,DailyNeeds,Delhi,8,Cash,Member
2393,2024-11-11,CityGrocer,Hyderabad,6,Cash,Member
2394,2024-03-06,GreenBasket,Kolkata,5,Debit Card,Member
2395,2024-06-17,GreenBasket,Kolkata,10,Credit Card,Member
2396,2024-03-09,GreenBasket,Pune,9,Debit Card,Normal
2397,2024-08-18,CityGrocer,Delhi,6,Debit Card,Normal
2398,2024-12-13,UrbanFresh,Chennai,9,Cash,Normal
2399,2024-09-08,CityGrocer,Kolkata,4,Credit Card,Member
2400,2024-07-10,DailyNeeds,Mumbai,7,Cash,Member
2401,2024-08-04,UrbanFresh,Kolkata,4,UPI,Normal
2402,2024-05-12,DailyNeeds,Bangalore,10,Debit Card,Member
2403,2024-12-08,UrbanFresh,Pune,9,UPI,Normal
2404,2024-11-24,GreenBasket,Pune,2,Cash,Member
2405,2024-09-03,CityGrocer,Hyderabad,5,Credit Card,Normal
2406,2024-07-08,CityGrocer,Bangalore,9,Cash,Normal
2407,2024-03-13,DailyNeeds,Chennai,9,Credit Card,Normal
2408,2024-12-07,FreshMart,Chennai,7,Debit Card,Member
2409,2024-10-31,DailyNeeds,Delhi,4,Cash,Normal
2410,2024-08-13,GreenBasket,Delhi,4,UPI,Member
2411,2024-07-19,UrbanFresh,Mumbai,7,Cash,Member
2412,2024-07-05,DailyNeeds,Mumbai,9,Cash,Member
2413,2024-12-19,CityGrocer,Chennai,6,UPI,Normal
2414,2024-01-05,DailyNeeds,Pune,4,Credit Card,Member
2415,2024-04-09,FreshMart,Chennai,8,Cash,Normal
2416,2024-09-25,FreshMart,Pune,2,Cash,Normal
2417,2024-09-25,DailyNeeds,Kolkata,8,Cash,Normal
2418,2024-11-23,UrbanFresh,Pune,3,Debit Card,Member
2419,2024-12-05,UrbanFresh,Pune,5,Debit Card,Normal
2420,2024-12-28,UrbanFresh,Hyderabad,2,Debit Card,Normal
2421,2024-06-11,FreshMart,Hyderabad,5,Debit Card,Normal
2422,2024-06-12,CityGrocer,Pune,3,UPI,Normal
2423,2024-12-24,GreenBasket,Hyderabad,6,Cash,Normal
2424,2024-10-11,FreshMart,Bangalore,10,Debit Card,Normal
2425,2024-07-26,UrbanFresh,Chennai,1,Debit Card,Normal
2426,2024-01-09,GreenBasket,Chennai,5,UPI,Normal
2427,2024-08-07,FreshMart,Delhi,7,Debit Card,Member
2428,2024-06-09,UrbanFresh,Pune,5,Debit Card,Member
2429,2024-02-21,GreenBasket,Bangalore,10,UPI,Normal
2430,2024-09-08,DailyNeeds,Chennai,4,Debit Card,Member
2431,2024-08-16,CityGrocer,Bangalore,1,Credit Card,Member
2432,2024-06-05,GreenBasket,Kolkata,6,Credit Card,Normal
2433,2024-03-25,CityGrocer,Chennai,7,UPI,Member
2434,2024-12-14,UrbanFresh,Bangalore,4,Cash,Member
2435,2024-12-16,DailyNeeds,Chennai,8,Credit Card,Normal
2436,2024-10-13,UrbanFresh,Hyderabad,9,Cash,Member
2437,2024-06-20,FreshMart,Kolkata,3,Cash,Normal
2438,2024-10-25,FreshMart,Delhi,2,UPI,Member
2439,2024-09-28,UrbanFresh,Mumbai,2,Cash,Member
2440,2024-09-15,FreshMart,Pune,4,Credit Card,Normal
2441,2024-07-14,DailyNeeds,Hyderabad,10,Debit Card,Member
2442,2024-11-24,GreenBasket,Pune,2,Debit Card,Normal
2443,2024-04-29,CityGrocer,Delhi,3,Credit Card,Normal
2444,2024-07-17,UrbanFresh,Delhi,10,Debit Card,Member
2445,2024-05-01,UrbanFresh,Pune,8,Debit Card,Normal
2446,2024-10-30,CityGrocer,Pune,9,Cash,Member
2447,2024-07-30,UrbanFresh,Hyderabad,8,Debit Card,Normal
2448,2024-07-08,CityGrocer,Hyderabad,3,UPI,Normal
2449,2024-02-13,FreshMart,Delhi,7,Cash,Normal
2450,2024-07-05,DailyNeeds,Chennai,10,Credit Card,Member
2451,2024-04-13,FreshMart,Kolkata,1,UPI,Member
2452,2024-01-01,UrbanFresh,Chennai,7,Cash,Member
2453,2024-09-14,FreshMart,Pune,1,UPI,Normal
2454,2024-11-23,GreenBasket,Chennai,9,Cash,Member
2455,2024-12-17,CityGrocer,Chennai,5,UPI,Normal
2456,2024-11-03,FreshMart,Mumbai,9,Credit Card,Member
2457,2024-03-28,UrbanFresh,Bangalore,7,Cash,Normal
2458,2024-04-14,FreshMart,Chennai,6,Cash,Member
2459,2024-02-05,CityGrocer,Kolkata,1,Cash,Member
2460,2024-08-25,UrbanFresh,Delhi,8,UPI,Normal
2461,2024-02-03,GreenBasket,Kolkata,5,Credit Card,Member
2462,2024-06-29,FreshMart,Pune,5,UPI,Member
2463,2024-02-07,CityGrocer,Kolkata,6,Cash,Normal
2464,2024-07-02,GreenBasket,Delhi,10,Credit Card,Normal
2465,2024-06-15,DailyNeeds,Bangalore,9,Debit Card,Normal
2466,2024-06-05,FreshMart,Delhi,3,UPI,Member
2467,2024-06-13,FreshMart,Mumbai,9,Debit Card,Normal
2468,2024-01-19,DailyNeeds,Chennai,7,Cash,Normal
2469,2024-01-31,CityGrocer,Delhi,5,Debit Card,Normal
2470,2024-04-22,FreshMart,Kolkata,6,Debit Card,Normal
2471,2024-07-12,FreshMart,Bangalore,6,UPI,Member
2472,2024-11-19,GreenBasket,Pune,8,Credit Card,Member
2473,2024-08-08,UrbanFresh,Bangalore,2,UPI,Member
2474,2024-02-24,UrbanFresh,Pune,6,UPI,Normal
2475,2024-11-01,GreenBasket,Pune,5,Debit Card,Member
2476,2024-09-21,FreshMart,Pune,7,UPI,Member
2477,2024-01-09,CityGrocer,Chennai,6,Debit Card,Normal
2478,2024-04-12,DailyNeeds,Delhi,9,Cash,Member
2479,2024-10-28,DailyNeeds,Bangalore,7,UPI,Normal
2480,2024-02-12,UrbanFresh,Pune,8,UPI,Normal
2481,2024-12-20,DailyNeeds,Kolkata,2,Debit Card,Member
2482,2024-02-22,UrbanFresh,Mumbai,8,Cash,Member
2483,2024-01-08,CityGrocer,Mumbai,1,Credit Card,Normal
2484,2024-01-15,DailyNeeds,Kolkata,6,Cash,Normal
2485,2024-02-12,GreenBasket,Chennai,2,Debit Card,Normal
2486,2024-09-23,FreshMart,Pune,9,UPI,Normal
2487,2024-01-17,DailyNeeds,Delhi,1,Credit Card,Normal
2488,2024-04-11,FreshMart,Hyderabad,4,Cash,Member
2489,2024-07-06,UrbanFresh,Mumbai,6,Debit Card,Normal
2490,2024-04-11,DailyNeeds,Mumbai,1,Cash,Member
2491,2024-03-21,GreenBasket,Kolkata,10,UPI,Normal
2492,2024-08-21,DailyNeeds,Delhi,5,Credit Card,Member
2493,2024-04-02,CityGrocer,Chennai,3,Debit Card,Normal
2494,2024-11-12,UrbanFresh,Hyderabad,8,Credit Card,Normal
2495,2024-01-28,GreenBasket,Hyderabad,4,Cash,Normal
2496,2024-05-25,DailyNeeds,Mumbai,7,UPI,Member
2497,2024-06-20,DailyNeeds,Hyderabad,10,Cash,Member
2498,2024-01-20,FreshMart,Chennai,5,Cash,Member
2499,2024-07-28,GreenBasket,Bangalore,1,Cash,Member
2500,2024-03-12,DailyNeeds,Pune,4,Debit Card,Normal
2501,2024-06-06,CityGrocer,Mumbai,6,Credit Card,Normal
2502,2024-03-24,FreshMart,Bangalore,3,Debit Card,Member
2503,2024-01-25,UrbanFresh,Delhi,3,Debit Card,Member
2504,2024-02-21,DailyNeeds,Chennai,1,Credit Card,Normal
2505,2024-02-16,CityGrocer,Bangalore,10,UPI,Member
2506,2024-08-17,UrbanFresh,Hyderabad,2,UPI,Normal
2507,2024-12-26,FreshMart,Chennai,4,Cash,Member
2508,2024-12-09,DailyNeeds,Bangalore,3,UPI,Member
2509,2024-12-08,FreshMart,Mumbai,6,Cash,Normal
2510,2024-05-22,DailyNeeds,Kolkata,5,Cash,Member
2511,2024-01-14,GreenBasket,Bangalore,1,Cash,Member
2512,2024-11-06,CityGrocer,Kolkata,6,Credit Card,Member
2513,2024-05-25,DailyNeeds,Mumbai,10,UPI,Normal
2514,2024-01-29,UrbanFresh,Chennai,1,Cash,Member
2515,2024-02-28,GreenBasket,Pune,9,Cash,Member
2516,2024-07-23,FreshMart,Delhi,2,Debit Card,Normal
2517,2024-05-28,GreenBasket,Pune,8,Cash,Member
2518,2024-04-18,UrbanFresh,Mumbai,10,Cash,Normal
2519,2024-04-14,GreenBasket,Bangalore,1,Cash,Normal
2520,2024-02-22,CityGrocer,Delhi,7,UPI,Normal
2521,2024-12-26,FreshMart,Kolkata,4,Debit Card,Member
2522,2024-07-26,DailyNeeds,Bangalore,2,Credit Card,Member
2523,2024-03-13,FreshMart,Mumbai,5,Cash,Normal
2524,2024-03-16,GreenBasket,Chennai,8,UPI,Member
2525,2024-12-05,FreshMart,Kolkata,1,Credit Card,Member
2526,2024-03-03,DailyNeeds,Bangalore,5,Debit Card,Normal
2527,2024-12-21,UrbanFresh,Mumbai,10,Credit Card,Normal
2528,2024-08-24,FreshMart,Chennai,9,Credit Card,Member
2529,2024-03-28,FreshMart,Kolkata,6,UPI,Member
2530,2024-12-02,GreenBasket,Chennai,10,Cash,Member
2531,2024-09-06,FreshMart,Chennai,10,Credit Card,Normal
2532,2024-08-23,FreshMart,Mumbai,10,Credit Card,Member
2533,2024-01-21,DailyNeeds,Mumbai,4,Cash,Member
2534,2024-07-09,GreenBasket,Pune,6,Debit Card,Normal
2535,2024-01-25,FreshMart,Hyderabad,10,Cash,Normal
2536,2024-08-24,UrbanFresh,Bangalore,7,Credit Card,Member
2537,2024-06-18,FreshMart,Mumbai,10,Cash,Normal
2538,2024-06-01,FreshMart,Hyderabad,6,Cash,Normal
2539,2024-06-25,CityGrocer,Delhi,10,Cash,Normal
2540,2024-07-06,CityGrocer,Pune,3,Credit Card,Member
2541,2024-08-10,GreenBasket,Chennai,10,Debit Card,Normal
2542,2024-03-29,DailyNeeds,Delhi,3,UPI,Normal
2543,2024-09-21,CityGrocer,Hyderabad,4,Debit Card,Member
2544,2024-02-23,GreenBasket,Mumbai,10,UPI,Normal
2545,2024-12-05,FreshMart,Hyderabad,2,Cash,Normal
2546,2024-12-29,UrbanFresh,Mumbai,3,Debit Card,Normal
2547,2024-10-31,GreenBasket,Delhi,10,Credit Card,Normal
2548,2024-05-01,CityGrocer,Kolkata,1,UPI,Member
2549,2024-07-01,UrbanFresh,Kolkata,10,Cash,Normal
2550,2024-08-09,DailyNeeds,Pune,3,Debit Card,Normal
2551,2024-06-05,CityGrocer,Chennai,1,Cash,Normal
2552,2024-06-03,FreshMart,Delhi,1,Credit Card,Normal
2553,2024-11-01,GreenBasket,Hyderabad,10,Credit Card,Member
2554,2024-06-08,CityGrocer,Bangalore,5,Credit Card,Member
2555,2024-01-13,GreenBasket,Chennai,7,UPI,Normal
2556,2024-08-02,FreshMart,Kolkata,10,Cash,Member
2557,2024-05-27,FreshMart,Pune,2,Credit Card,Member
2558,2024-03-23,FreshMart,Pune,9,UPI,Member
2559,2024-12-10,FreshMart,Chennai,7,Cash,Normal
2560,2024-07-08,UrbanFresh,Kolkata,2,UPI,Normal
2561,2024-03-02,FreshMart,Hyderabad,6,UPI,Member
2562,2024-08-07,FreshMart,Mumbai,5,Credit Card,Member
2563,2024-12-02,UrbanFresh,Chennai,7,UPI,Normal
2564,2024-09-12,GreenBasket,Kolkata,9,UPI,Member
2565,2024-11-19,DailyNeeds,Kolkata,10,Debit Card,Member
2566,2024-03-05,UrbanFresh,Kolkata,4,UPI,Member
2567,2024-07-17,FreshMart,Mumbai,2,UPI,Member
2568,2024-02-24,FreshMart,Chennai,1,Cash,Member
2569,2024-11-11,DailyNeeds,Pune,4,Debit Card,Member
2570,2024-02-28,FreshMart,Mumbai,2,Cash,Member
2571,2024-10-26,GreenBasket,Kolkata,2,Credit Card,Member
2572,2024-07-19,FreshMart,Hyderabad,2,Debit Card,Member
2573,2024-09-15,CityGrocer,Bangalore,2,Credit Card,Normal
2574,2024-09-06,CityGrocer,Mumbai,9,Cash,Member
2575,2024-07-15,UrbanFresh,Delhi,1,Cash,Member
2576,2024-01-03,FreshMart,Chennai,4,UPI,Normal
2577,2024-02-07,FreshMart,Chennai,8,Cash,Normal
2578,2024-07-08,GreenBasket,Delhi,6,Credit Card,Normal
2579,2024-09-26,GreenBasket,Mumbai,3,Debit Card,Member
2580,2024-10-04,DailyNeeds,Delhi,2,Cash,Member
2581,2024-08-26,DailyNeeds,Delhi,8,Credit Card,Normal
2582,2024-05-03,GreenBasket,Bangalore,7,UPI,Member
2583,2024-05-30,CityGrocer,Delhi,7,Cash,Normal
2584,2024-09-11,FreshMart,Mumbai,1,UPI,Normal
2585,2024-11-09,DailyNeeds,Mumbai,4,Debit Card,Member
2586,2024-03-09,CityGrocer,Hyderabad,7,Debit Card,Member
2587,2024-12-26,CityGrocer,Kolkata,10,Cash,Normal
2588,2024-01-25,GreenBasket,Hyderabad,6,UPI,Member
2589,2024-05-06,FreshMart,Chennai,6,Debit Card,Normal
2590,2024-11-05,DailyNeeds,Bangalore,7,UPI,Member
2591,2024-06-16,GreenBasket,Hyderabad,4,UPI,Member
2592,2024-05-23,GreenBasket,Mumbai,3,Debit Card,Member
2593,2024-05-09,FreshMart,Chennai,10,Cash,Normal
2594,2024-11-20,GreenBasket,Chennai,3,Credit Card,Member
2595,2024-06-23,FreshMart,Mumbai,10,Debit Card,Normal
2596,2024-12-21,CityGrocer,Pune,2,Debit Card,Member
2597,2024-08-05,UrbanFresh,Bangalore,2,Credit Card,Normal
2598,2024-12-24,UrbanFresh,Delhi,1,Debit Card,Member
2599,2024-12-13,FreshMart,Delhi,5,UPI,Normal
2600,2024-05-09,UrbanFresh,Hyderabad,1,Cash,Normal
2601,2024-09-12,FreshMart,Bangalore,2,Credit Card,Member
2602,2024-12-25,UrbanFresh,Kolkata,9,Debit Card,Member
2603,2024-05-27,UrbanFresh,Kolkata,1,Debit Card,Member
2604,2024-12-28,GreenBasket,Mumbai,8,Credit Card,Member
2605,2024-06-10,FreshMart,Bangalore,8,Debit Card,Normal
2606,2024-08-21,FreshMart,Mumbai,9,Cash,Normal
2607,2024-02-17,UrbanFresh,Mumbai,6,UPI,Member
2608,2024-11-03,UrbanFresh,Hyderabad,3,Cash,Member
2609,2024-03-31,FreshMart,Hyderabad,10,Debit Card,Member
2610,2024-02-14,DailyNeeds,Kolkata,3,Debit Card,Normal
2611,2024-06-22,GreenBasket,Bangalore,10,UPI,Member
2612,2024-12-29,DailyNeeds,Kolkata,10,Cash,Normal
2613,2024-04-01,UrbanFresh,Bangalore,9,Cash,Member
2614,2024-04-22,UrbanFresh,Pune,8,Credit Card,Normal
2615,2024-03-11,FreshMart,Mumbai,2,Credit Card,Normal
2616,2024-04-30,GreenBasket,Kolkata,9,Credit Card,Normal
2617,2024-03-01,UrbanFresh,Delhi,7,Credit Card,Member
2618,2024-06-28,UrbanFresh,Pune,7,Debit Card,Normal
2619,2024-03-15,FreshMart,Bangalore,4,Debit Card,Member
2620,2024-10-01,CityGrocer,Bangalore,4,Cash,Normal
2621,2024-02-25,GreenBasket,Delhi,10,Credit Card,Normal
2622,2024-04-14,GreenBasket,Kolkata,6,Credit Card,Member
2623,2024-05-07,GreenBasket,Hyderabad,9,UPI,Normal
2624,2024-07-04,DailyNeeds,Bangalore,2,UPI,Member
2625,2024-12-29,UrbanFresh,Mumbai,4,UPI,Member
2626,2024-10-22,CityGrocer,Chennai,1,UPI,Normal
2627,2024-11-06,UrbanFresh,Mumbai,5,UPI,Normal
2628,2024-06-03,CityGrocer,Mumbai,7,Credit Card,Normal
2629,2024-11-18,GreenBasket,Chennai,7,Credit Card,Member
2630,2024-02-03,DailyNeeds,Pune,9,Cash,Normal
2631,2024-12-07,GreenBasket,Bangalore,4,UPI,Member
2632,2024-01-06,UrbanFresh,Bangalore,8,Cash,Normal
2633,2024-11-20,FreshMart,Chennai,3,Cash,Normal
2634,2024-11-10,FreshMart,Hyderabad,4,Debit Card,Normal
2635,2024-09-06,CityGrocer,Bangalore,4,Debit Card,Member
2636,2024-10-11,DailyNeeds,Chennai,3,Credit Card,Member
2637,2024-10-28,FreshMart,Mumbai,3,Debit Card,Member
2638,2024-06-11,UrbanFresh,Pune,2,Cash,Normal
2639,2024-11-10,CityGrocer,Pune,2,Cash,Member
2640,2024-10-10,GreenBasket,Kolkata,10,Cash,Member
2641,2024-08-22,CityGrocer,Chennai,9,Credit Card,Member
2642,2024-02-07,CityGrocer,Kolkata,3,Credit Card,Normal
2643,2024-07-26,FreshMart,Mumbai,7,Cash,Normal
2644,2024-06-27,CityGrocer,Chennai,10,Credit Card,Member
2645,2024-11-07,DailyNeeds,Bangalore,1,Debit Card,Member
2646,2024-10-29,DailyNeeds,Bangalore,6,Credit Card,Normal
2647,2024-01-07,FreshMart,Chennai,10,Cash,Member
2648,2024-11-10,DailyNeeds,Pune,5,UPI,Normal
2649,2024-07-14,DailyNeeds,Pune,1,UPI,Member
2650,2024-07-22,FreshMart,Chennai,10,Debit Card,Member
2651,2024-12-16,GreenBasket,Delhi,9,Debit Card,Normal
2652,2024-10-19,DailyNeeds,Pune,7,Cash,Normal
2653,2024-02-16,CityGrocer,Delhi,4,Debit Card,Member
2654,2024-07-17,DailyNeeds,Bangalore,8,Debit Card,Member
2655,2024-09-15,FreshMart,Chennai,7,Debit Card,Normal
2656,2024-11-28,UrbanFresh,Pune,5,UPI,Normal
2657,2024-01-20,CityGrocer,Mumbai,1,Debit Card,Member
2658,2024-06-17,UrbanFresh,Mumbai,6,Credit Card,Member
2659,2024-03-28,GreenBasket,Mumbai,1,Credit Card,Member
2660,2024-09-01,DailyNeeds,Mumbai,3,Cash,Member
2661,2024-07-21,UrbanFresh,Chennai,9,Cash,Normal
2662,2024-02-27,DailyNeeds,Pune,10,Debit Card,Normal
2663,2024-01-21,FreshMart,Chennai,6,Cash,Member
2664,2024-03-16,FreshMart,Pune,6,UPI,Member
2665,2024-06-01,CityGrocer,Bangalore,9,Cash,Normal
2666,2024-03-20,UrbanFresh,Chennai,4,UPI,Member
2667,2024-11-01,UrbanFresh,Mumbai,3,Cash,Normal
2668,2024-09-30,DailyNeeds,Hyderabad,3,Credit Card,Normal
2669,2024-05-01,GreenBasket,Hyderabad,5,Credit Card,Normal
2670,2024-01-28,FreshMart,Hyderabad,3,Credit Card,Normal
2671,2024-09-09,CityGrocer,Mumbai,6,Cash,Member
2672,2024-08-31,CityGrocer,Chennai,1,Debit Card,Member
2673,2024-11-16,CityGrocer,Pune,7,Cash,Member
2674,2024-08-14,FreshMart,Pune,8,Credit Card,Member
2675,2024-04-10,UrbanFresh,Pune,10,Debit Card,Member
2676,2024-08-27,DailyNeeds,Mumbai,5,Credit Card,Member
2677,2024-05-03,GreenBasket,Delhi,1,Cash,Normal
2678,2024-01-05,GreenBasket,Kolkata,4,Cash,Member
2679,2024-10-06,FreshMart,Mumbai,7,Debit Card,Normal
2680,2024-01-11,DailyNeeds,Hyderabad,3,Debit Card,Normal
2681,2024-07-16,FreshMart,Chennai,5,UPI,Member
2682,2024-03-24,DailyNeeds,Delhi,9,UPI,Normal
2683,2024-01-27,GreenBasket,Hyderabad,4,Debit Card,Member
2684,2024-10-28,CityGrocer,Mumbai,1,Cash,Normal
2685,2024-07-16,DailyNeeds,Bangalore,4,Cash,Normal
2686,2024-06-30,FreshMart,Delhi,5,Cash,Member
2687,2024-10-15,DailyNeeds,Bangalore,8,Debit Card,Member
2688,2024-05-23,UrbanFresh,Kolkata,9,Cash,Normal
2689,2024-12-27,UrbanFresh,Kolkata,8,Debit Card,Normal
2690,2024-01-13,FreshMart,Pune,1,Cash,Normal
2691,2024-08-30,GreenBasket,Mumbai,4,Cash,Member
2692,2024-09-23,GreenBasket,Delhi,8,UPI,Member
2693,2024-05-06,GreenBasket,Hyderabad,5,Credit Card,Normal
2694,2024-08-04,UrbanFresh,Delhi,8,Credit Card,Member
2695,2024-09-09,DailyNeeds,Pune,7,Cash,Normal
2696,2024-03-02,FreshMart,Chennai,3,Cash,Normal
2697,2024-07-26,FreshMart,Pune,10,UPI,Normal
2698,2024-01-20,UrbanFresh,Chennai,7,Debit Card,Normal
2699,2024-06-23,FreshMart,Delhi,8,UPI,Member
2700,2024-12-10,DailyNeeds,Delhi,4,Credit Card,Normal
2701,2024-11-14,UrbanFresh,Mumbai,5,UPI,Normal
2702,2024-09-08,FreshMart,Delhi,1,Credit Card,Normal
2703,2024-04-07,UrbanFresh,Pune,10,UPI,Normal
2704,2024-11-02,GreenBasket,Mumbai,5,UPI,Member
2705,2024-07-20,DailyNeeds,Bangalore,5,Cash,Normal
2706,2024-01-24,DailyNeeds,Mumbai,1,Cash,Normal
2707,2024-05-14,DailyNeeds,Mumbai,2,Debit Card,Normal
2708,2024-02-25,GreenBasket,Mumbai,10,UPI,Normal
2709,2024-09-10,UrbanFresh,Mumbai,8,Cash,Member
2710,2024-01-18,UrbanFresh,Pune,9,Cash,Member
2711,2024-08-24,DailyNeeds,Delhi,3,Credit Card,Member
2712,2024-06-10,CityGrocer,Mumbai,2,Credit Card,Member
2713,2024-02-28,GreenBasket,Mumbai,2,UPI,Normal
2714,2024-03-29,UrbanFresh,Kolkata,9,Credit Card,Normal
2715,2024-04-15,CityGrocer,Mumbai,2,UPI,Member
2716,2024-10-24,FreshMart,Delhi,4,UPI,Member
2717,2024-12-12,FreshMart,Bangalore,7,Cash,Normal
2718,2024-03-31,FreshMart,Bangalore,7,Credit Card,Normal
2719,2024-04-13,UrbanFresh,Pune,8,Debit Card,Member
2720,2024-10-08,GreenBasket,Pune,5,Cash,Member
2721,2024-10-26,FreshMart,Chennai,6,Debit Card,Member
2722,2024-10-31,UrbanFresh,Pune,9,Cash,Normal
2723,2024-02-14,FreshMart,Hyderabad,6,Credit Card,Normal
2724,2024-07-16,CityGrocer,Chennai,6,UPI,Member
2725,2024-03-24,GreenBasket,Mumbai,10,UPI,Normal
2726,2024-03-31,FreshMart,Chennai,2,Debit Card,Normal
2727,2024-03-26,FreshMart,Delhi,8,Credit Card,Normal
2728,2024-03-13,UrbanFresh,Mumbai,1,Debit Card,Normal
2729,2024-06-20,FreshMart,Bangalore,5,Credit Card,Normal
2730,2024-09-26,GreenBasket,Chennai,5,Credit Card,Normal
2731,2024-09-07,DailyNeeds,Kolkata,9,Debit Card,Normal
2732,2024-04-10,GreenBasket,Hyderabad,7,UPI,Member
2733,2024-02-25,FreshMart,Mumbai,6,Cash,Member
2734,2024-08-05,FreshMart,Bangalore,6,UPI,Normal
2735,2024-11-04,UrbanFresh,Chennai,5,Debit Card,Normal
2736,2024-12-29,CityGrocer,Chennai,4,Credit Card,Member
2737,2024-02-24,FreshMart,Pune,10,UPI,Member
2738,2024-11-08,DailyNeeds,Pune,6,UPI,Normal
2739,2024-06-24,UrbanFresh,Mumbai,1,Cash,Normal
2740,2024-04-28,CityGrocer,Hyderabad,6,Debit Card,Normal
2741,2024-05-29,CityGrocer,Mumbai,4,UPI,Member
2742,2024-06-04,UrbanFresh,Kolkata,1,Credit Card,Normal
2743,2024-01-01,GreenBasket,Hyderabad,2,Debit Card,Normal
2744,2024-09-03,DailyNeeds,Bangalore,4,Debit Card,Normal
2745,2024-08-12,CityGrocer,Hyderabad,4,Debit Card,Member
2746,2024-01-12,DailyNeeds,Kolkata,6,Debit Card,Member
2747,2024-06-27,FreshMart,Pune,5,UPI,Member
2748,2024-10-28,CityGrocer,Pune,4,UPI,Member
2749,2024-12-11,FreshMart,Chennai,1,Credit Card,Member
2750,2024-10-27,FreshMart,Mumbai,8,Debit Card,Normal
2751,2024-03-31,DailyNeeds,Kolkata,7,Credit Card,Member
2752,2024-10-18,GreenBasket,Pune,4,Debit Card,Normal
2753,2024-11-26,GreenBasket,Mumbai,9,Cash,Normal
2754,2024-03-16,GreenBasket,Kolkata,7,Debit Card,Member
2755,2024-09-04,DailyNeeds,Pune,7,Cash,Normal
2756,2024-01-04,DailyNeeds,Delhi,2,Credit Card,Normal
2757,2024-07-14,FreshMart,Chennai,2,Credit Card,Member
2758,2024-10-23,UrbanFresh,Chennai,1,Credit Card,Normal
2759,2024-05-23,FreshMart,Delhi,4,Cash,Member
2760,2024-03-06,GreenBasket,Chennai,2,Credit Card,Member
2761,2024-06-20,CityGrocer,Mumbai,3,Debit Card,Normal
2762,2024-10-31,FreshMart,Pune,2,Cash,Member
2763,2024-02-07,CityGrocer,Chennai,9,Debit Card,Member
2764,2024-02-23,CityGrocer,Kolkata,7,Debit Card,Normal
2765,2024-10-14,FreshMart,Chennai,2,UPI,Normal
